,f7,cp5,p3,o1,o2,fc6,cp3,af8,empty,GROUP
0,-0.47210923794515763,-6.7123658846738605,-0.9805664548093356,0.2783618947100476,0.20436020769741856,-0.3200118529829332,0.17057930986843756,-1.2474115353834678,-0.14602916652142395,0
1,0.7890546617271521,0.45286754413971436,0.8868954101575639,0.2989162847458208,0.2792167690475868,1.7041375795373013,1.6675043370895495,1.2380023142841359,6.855654247593343,0
2,-0.021500901386410094,0.12239421518833656,0.15362810083167347,0.28811021719990765,0.2618439342890402,-0.63187761309864,0.43330648661391125,-1.046092125588443,-0.145337135990451,0
3,1.8242280813122453,0.42841596380501357,0.4219662769770817,0.1993888687349118,0.29582683645163105,-0.2191665337833024,0.5442019733630183,0.30669503480596444,-0.14589259217725084,0
4,0.04229990461878072,0.10300513112785435,1.978387686654892,0.3204112128298588,0.3147872883412994,0.4815892942957705,-0.0004563870005865959,0.9303301545615362,-0.1461484744871738,1
5,1.149650995956941,0.2899244836473924,0.8303110049693597,0.3320936212507563,0.0930891000961236,-0.04865647648608678,0.22394922062218955,2.107887462907016,-0.14636305717206394,2
6,-1.5020482931752113,0.1519981244335683,-1.7584614157495733,0.02692341984139715,-0.08671653759357897,-2.4275127053079197,-1.6547033807531888,-0.9921458741305658,-0.14619357012030243,1
7,-0.0461266804022233,0.20953649143488465,0.35381623995186645,0.24583927149986773,0.35193393763717273,-0.15899220860780247,0.6850738540785569,0.4352804839470164,-0.14595451651606314,1
8,-0.6273929847895453,0.13247076179713546,0.21869108056253944,0.18289277773648913,0.2701258064229022,0.27998470229831757,-0.7550826185386555,-0.7508050212735906,-0.14607933966499703,2
9,-0.4990176398104505,0.014329243805460705,-0.40460440957050164,0.44142900041827954,-0.06598011229378295,0.5638784919638548,-0.8798347717462665,-0.009975709679973315,-0.14657403462985036,1
10,-0.3236625548067481,0.49854567261692445,-1.6256160742805221,-5.2052860570801105,0.37746191368676385,-0.5638762615464983,0.14837311478164925,1.3111643144914669,-0.14653540915888036,1
11,-1.2264003808784962,0.1932843018982504,-0.27915042672769474,-0.19661829160700545,-0.20729374320814192,0.24709249958399954,0.06259646435851163,-0.17954166582026324,-0.14600092815295057,2
12,0.44793362695698224,0.41165727400655416,0.40750127121041424,0.3327871858061199,0.1755061046710762,0.5399824049591296,0.8778828324192762,0.30752232632029197,-0.14626236661835504,1
13,-0.9712461694858139,0.27602453478607564,0.8009698400538624,0.07378423470054894,-6.65743032292426,0.9762841141338426,-3.6849581375623712,-0.6377495658018789,-0.1459230675643041,2
14,1.2844703280908085,0.2029856552416772,0.9647307183067545,0.438425005204771,0.2918320514416932,2.343376656061231,0.25382681686620107,0.4758749935987832,-0.14588842922916256,1
15,-0.8740868864337407,-0.13553421097027488,-0.0620536723907711,0.1388327296801721,-0.07081635388905302,0.26631468340925585,0.28811955053120225,-0.40061323227498347,-0.14530135549892345,1
16,-1.6040559789165592,0.22948499223972654,-1.2768303858680412,0.18509651067057353,0.18464202028109566,-0.8252104170859385,0.4435599047745781,-0.9986304130929534,-0.1459201610429332,0
17,-0.919023376388955,0.16161121076123286,0.5357173858248935,0.18374204125049579,0.16362312478450655,-1.27257090346032,0.6058940079209377,-0.41709412930286177,-0.14621990445910282,0
18,0.019185313568641935,0.1278985076018319,0.5267059583005868,0.1850754024557809,0.06801295142361984,-0.3883422454847303,0.13109175521009434,1.9330495583784129,-0.14605224633196,1
19,-0.16153190019047306,0.1399400851852867,-0.25808347550456956,0.05073978905932434,0.03564504602627539,-1.5940389479230317,-1.4638357847544452,-0.2980725248534913,-0.14583008436686684,1
20,-0.6214622081362617,-0.14464276804123308,-0.629210823066534,0.12105182733069808,0.05445885501130566,-1.1285950649403411,-0.331816633869094,0.5844797457003795,-0.14576027258468707,1
21,0.1742753227250515,0.12447717905628841,-0.4921314336350774,0.2201972825137547,-0.019206784596577032,0.04743308188113727,-0.34029528731383674,-1.81313941959165,-0.14586236029095775,1
22,-1.7438865023252021,0.042511911813363897,0.11607853678371775,0.16277379337384953,0.18352968734769828,0.0023667598482020194,0.6086768935530885,0.06444188421462607,-0.14600988384374994,1
23,-0.3818751953145981,0.2919313581531641,0.3616773286682656,0.26942120455322066,0.25631599921136783,0.3077780432588526,-0.053077908297121335,-0.3370218903800076,-0.14580440882421006,1
24,0.6350081632610872,0.23585555713608386,0.0939526637262274,0.32305439428144644,0.3935862206425938,0.25784888194161726,0.17319196349229876,1.7031771161879283,-0.14609349887991566,1
25,0.4178749542185107,0.17196664689243285,0.6491278269502361,0.2724767206928895,0.1615837316684226,-0.4176979170424266,0.42524236250778413,-0.9681537210256913,-0.14548476902448934,1
26,0.9530379904296772,0.31457529089376046,1.3683918079060982,-4.221286211777118,-0.9631136887623709,0.1686964834451456,1.0302814730387095,1.4265018630544435,-0.1456914448194654,1
27,1.401527900650012,0.3661035679400542,1.438516448472322,0.40910088651037774,0.4313302168498985,1.846317457392972,1.4330151441757448,1.909445347238399,-0.1452359969677293,2
28,-1.9773883741307068,-0.3829281509100669,0.15728036276321125,0.2568547479182532,-0.08871959764724308,-1.2220683336541744,0.25849774738007064,-2.091587295196039,-0.14535085703775474,1
29,-0.4189907291359948,0.11341832252448487,0.299662067462228,0.22290299582775136,0.27036072539824746,-0.6130823497426268,0.07627775265375546,-0.2101123213126349,-0.14603789799149297,0
30,-1.3680784179372563,-0.07332536430130271,-0.9377027116066238,0.08717235810027231,0.06927364027418234,0.23686004195934668,0.0895868196552449,-0.742395406509842,-0.14560441147872097,0
31,-0.8628608513105723,0.18160126716816447,-0.12516824213841002,0.08351236134326628,0.09302291446743144,0.043154123567724564,-0.09515401719622903,-0.5958538201336234,-0.14561644502132584,1
32,2.1985796759890217,0.378905156885813,-1.1295602922481909,0.6663565291773453,0.6488373246801664,1.930059355067446,0.8297697431576445,1.457308843571511,-0.14570936674798812,0
33,0.8510035324486199,0.23396169540373915,0.12135814125039543,0.19045462248606912,-0.10357749281102124,-0.2063679074004058,0.2797351974103311,0.8349801183621578,-0.1456405924072557,0
34,0.1768857567533438,0.35450559181477087,1.0408273068097127,0.28622675783960017,0.31524823387689527,0.8736946104644332,0.5113898300617223,-0.8782025625690846,-0.14566109714538952,0
35,-0.7344954189763595,-0.07539883780447894,0.02556065454385594,0.12283778573492736,0.04769497855311015,-1.1982773771396413,-0.3521714872585258,0.49231672072003096,-0.14565746177653974,0
36,0.284464499809231,0.22610040629296915,0.4700982740929814,0.2807496120877081,0.30069545358141153,0.03198157772636271,0.059362439499286455,-0.2619822164723646,-0.1458995539168402,0
37,0.25061423988786147,0.012072064885390884,-0.649270897125709,0.12480815123813238,0.06867920240049195,-0.4827444929837589,-0.26906398078385657,0.1377692892327637,-0.1455325247664099,0
38,2.0842378193175923,0.44270746969827285,2.499727829410939,0.43846190595446194,0.3695680288619021,1.2479819928036548,2.3908088015427165,0.8588266586111664,-0.14627668343565928,0
39,0.6762844256656981,0.0880483589304324,-0.7204258816139876,0.20446813785262472,0.5495374018237622,1.411053929799807,-0.0707439404543578,0.5553071358856343,-0.14590477493949866,0
40,0.21419955508008662,0.08653922573736007,0.2853673693560485,0.17137611355424384,-0.039641992909099456,0.024279974223927706,-1.14906910109797,-1.0875529110910405,-0.14512551252742278,0
41,-1.259024370328575,-0.23263392555048698,0.2030590232798809,0.028972559538634413,-0.040177919708346534,-0.09553471818642403,-1.3496404126451582,-0.9111692432958567,-0.14578103710042087,0
42,0.8697702084004882,0.029557271949588723,-0.6643694605042884,0.18112360758701485,0.02197175840073996,-0.27693758282861736,0.4080151429952636,0.5067196241990352,-0.1459145427752847,0
43,0.9546842035804876,0.00040829049677140283,-0.47793524145897676,0.20164258465735435,0.19565667768053605,-0.3474697683404206,-0.029157201242073136,-1.1160646950012842,-0.14588145769808894,0
44,0.9488988698247954,0.26699242095992415,0.16396174988064402,0.13896509872142473,0.20452165477713227,1.6091765166566991,0.17853747324355995,0.007766966143887984,-0.1464515124845412,0
45,-0.9202383384492644,-0.4976059208891916,-3.716396930834854,-0.3289767362733302,0.08052273250590332,-2.481313951197255,-2.8750976976105793,-0.753265774149597,-0.1455802468454743,0
46,-0.15613040566884104,-0.06686728029433452,-0.6653427158996459,0.0843520930053657,0.005364856797364833,-0.21480183737337236,-0.34419137204637607,-1.1430728222252864,-0.14571531875218174,0
47,1.044463766050299,0.21268909508547798,-0.5210874201249456,0.20000369706175486,0.253007159234706,-0.30617578968336173,0.41000170730535557,0.3028579397398886,-0.14586447780683423,0
