,fp1,fz,f7,c3,left_mastoid,cp5,p3,o1,o2,p4,f8,afz,f5,ft7,c1,cp3,p5,po3,po8,p6,cp4,f2,empty,ekg,GROUP
0,-0.0068845261104409,0.0015308256948023,-0.0131965982506975,-0.0102540144974665,-0.0152378975637684,-0.4112128617224915,-0.0114085628440718,0.0051059689353477,0.0011015348931327,-0.0094050557901522,-0.009422238641248,-0.0024301143337186,-0.0201282719597653,-0.0028502351076171,-0.0036746151755973,0.0014284879378995,0.0019667642166201,0.0021515987681573,0.0013675353690636,-0.0037093784681221,-0.0105500710815975,-0.0099979427752647,0.0123683908530235,1.8308107187872529,0
1,0.0067278383661429,0.0138347538836021,0.0066174460409009,0.0171313006276319,0.0030126555653583,0.0162734564252974,0.0097606025382564,0.006605745903819,0.005211076540528,0.0050930649178952,-0.0042697851934069,0.0023377009818674,0.0139519117758062,0.009529429482599,0.0027094200014863,0.0191052242971473,0.0148034970186837,0.0069119638178621,0.0043912461750501,0.0040179553396061,0.010947470074987,0.009691944812415,2.8035759016962656,0.0049478063553107,0
2,-0.0262591876446028,-0.0003431514359826,-0.0061171270249049,0.0004275616306594,-0.0244697020890443,-0.0034429740361816,0.0014484344389899,0.0058172675691713,0.004257327307517,0.0014202774935025,-0.0016593731094024,-0.0019021213387113,-0.0031032956358669,-0.0021280028579823,0.0026321619179872,0.0045309539621069,-0.0056295163416034,-0.0069294268638405,-0.0142779591156229,-0.011326706638327,-0.0049546795587143,0.0051408396612415,0.0126442674817626,1.3791980612658743,0
3,-0.0133781725278689,-0.0043973352387198,0.0038117156779867,-0.0010685327025238545,-0.017439827401284056,-0.010745157968256746,-0.0002930622602941481,-0.01520505746142546,-0.010117612359361391,-0.002502250707204562,-0.0060732755874121185,-0.0035639615327825447,-0.003498090198593415,-0.0030317290802733335,0.0014541199598252664,-0.0005858317067418726,-0.0017411151761398522,0.0003338838133627421,-0.0030392368086143476,-0.0016038846394696939,-0.0001005058006340852,-0.0002467884160072562,0.0705826348125685,-0.016613086370660498,0
4,-0.0308904705928241,0.0162711029351229,-0.0108105647927721,-0.0010685327025238545,-0.017439827401284056,-0.010745157968256746,-0.0002930622602941481,-0.01520505746142546,-0.010117612359361391,-0.002502250707204562,-0.0060732755874121185,-0.0035639615327825447,-0.003498090198593415,-0.0030317290802733335,0.0014541199598252664,-0.0005858317067418726,-0.0017411151761398522,0.0003338838133627421,-0.0030392368086143476,-0.0016038846394696939,-0.0001005058006340852,-0.0002467884160072562,0.0705826348125685,-0.016613086370660498,0
5,-0.0059618346539511,0.0147133920840694,0.0228809721301537,0.0044529271639521,0.0085031307341698,0.0148146461640514,0.0044902610678379,-0.0006563974147048,0.0061229506973391,-0.0084754822899038,0.0044024483220935,0.0111469298827734,-0.001290764274338,-0.0051647680578711,0.0030458446283813,0.0058404853327818,0.004166446279225,-0.0108847824216418,0.0050474464189727,0.0011595035703731,0.0088364638442071,-0.0074155529061626,0.0124228359503948,-0.1865858652986033,0
6,-0.0100388859333212,-0.0013927853359907,-0.0051147577084703,0.0064172340131159,0.0113351163581734,-0.004599749769955,0.0221335355272336,0.0081741504161047,0.0071638583384146,0.0089216331546552,-0.0001441645321264,-0.0021302372539102,0.0114254680292168,-0.0012777592533382,0.0107079837468177,-0.000591221043242,0.0116482409277856,0.0055523479566187,0.0105333297187164,0.0045915310919532,0.0023060825344369,0.0024365983429632,0.0123208289639165,0.3796751409001094,1
7,-0.0046457599777596,0.0024679104765538,0.0122827459592331,-0.0059502183421701,-0.0065345394367007,0.006552080326441,0.0091191733053703,0.0090265720669269,-0.0050071246898298,0.0060685173966922,6.550275760023656e-06,-0.0069500961050996,0.0160654411215267,0.0103729105075556,-0.002786061187933,0.0020587171242349,0.0089844475738429,0.0091742002322822,0.001607557836716,-0.0029900634473996,0.0037470589984272,0.0101041846994627,0.0122352859928426,0.0759046455339126,2
8,-0.0189773826682864,-0.0125616917699012,-0.0293778876638164,-0.0170930417629112,-0.0209411099022421,-0.0016767697259166,-0.0202266208655755,-0.0132405562079057,-0.0148782534619056,-0.0213838353133059,-0.0252651722254302,-0.0235686902909832,-0.0275013953842276,-0.0275254304700412,0.0027192489148207,-0.0201257250764381,-0.0219349128738325,-0.0091718446965873,-0.0013949311984839,-0.0246321135109441,-0.0030999516928855,-0.0127026296862079,0.0123028516772484,0.0500088057174037,2
9,-0.0038684654064557,-0.0020874303187952,-0.0065040206524986,0.016153273248315,-0.0082615972089517,0.0017560374402418,0.0037177262002388,0.0027329147527616,0.0092031679138101,0.0029457573188613,-0.0052729314228452,0.0016333412824888,0.0039515096832495,-0.0079187824003905,-0.021114035616174,0.0075039989026382,0.0016306163132413,0.008228781140735,0.0038571237260121,0.0039218301569516,-0.002536891930928,-0.0037081691321758,0.012398149932851,0.2335997320667808,1
10,-0.0037841829815742,-0.0085903937398537,-0.0156362486708685,-0.0082983703986298,-0.0153081535337995,-0.0028417953234103,0.0021859750571027,-0.0018600554802656,0.0047119928416884,-0.0193653042195224,-0.0055822163835933,-0.0083219852863096,-0.0054537597504197,0.0025635923983852,-0.0009784535087357,-0.0095023747096579,-0.0103861782073252,-0.0063153962231462,-0.018153537296307,-0.0114320390425383,-0.0033224875420992,-0.0128947768238873,0.0123483894266663,-0.1583997240831745,2
11,0.0057256689346619,0.0017716277412665,-0.0136193539817437,-0.0079486283817881,0.0007311383771833,-0.0098902583007029,-0.0048795750139396,0.0170043657756741,-0.0137398468633313,-0.012275061915237,-0.0063523708458115,0.0153662978774051,-0.0144867485810478,-0.0016220222105709,0.0133207027172243,-0.0109755352770867,-0.0169323109203493,0.0009405565450832,-0.0025474656390179,-0.0130604888454162,0.0019427729459295,-0.0051777197284419,0.01215118023856,1.786867014063365,1
12,-0.0076036009717822,0.0211495866901437,-0.0108643643868757,0.00990055431495,0.0063526902270552,0.0189986677050976,-0.0187207132716445,-0.3950153135248005,0.0106046252992056,0.0090251036563395,-0.0036941487786808,0.014598669076243,0.0194309628871147,-0.0068138675725977,0.0230028552428885,0.001166261674758,0.031409416575125,0.0243879476694704,0.0218016896084787,0.0154879650785724,0.0055422591926088,0.0113659297278323,0.0121665782076347,0.158006993010799,1
13,-0.0211659159918311,0.0009987485720856,-0.0250472055498161,0.0007962101777692,-0.0259736387440245,0.0007864125514116,-0.0034574543481887,-0.0295515588569492,-0.0214978074363613,-0.0252572902702668,-0.0120512015564854,-0.0053185881669417,-0.0028773828449462,-0.0023216558538067,-0.0085124916718492,0.0001533510695262,-0.0036519289727054,-0.0015091445803729,-0.0330282900648439,-0.0367760983746199,-0.02012438701879,-0.0005050882792822,0.0123796480238373,0.14442303087436,2
14,-0.0042143153206513,0.0014389639956348,0.0012581209813363,0.0026740488012481,-0.0236783643098958,0.0138148028693284,0.004326288723837,0.0090771788786334,-0.0004825231499599,-1.0931054523875494e-06,-0.0127047438815973,0.0084646165366952,-0.0029684750944388,0.007412285117712,-0.0007353852002058,0.0097808220005537,-0.0019198128708015,0.0073689926533661,0.0054876435877147,0.0041468592925917,0.0018163760267256,0.0055278984761798,0.0122754260867544,-0.4126520678939244,1
15,-0.0229193783542879,-0.0063734386315372,-0.0210384983175237,-0.0099145521579413,-0.0339196178125349,0.0057227929040282,0.0087865678668023,-0.0098212978048475,-0.3756031046558641,-0.0024393682331308,-0.0137925192821516,-0.0059344763664351,-0.0108375705339131,-0.0123808718433842,-0.0020380162319685,-0.0441003914261935,-0.0023777893580582,0.007058631856574,-0.070159267546065,-0.0008243566948861,-0.0081828977045208,-0.0046519332314974,0.0124106869964636,-0.0721086796062487,2
16,0.0032642468761467,0.0062447256629707,0.01440088161072,0.0135646964926106,-0.0117460895571366,0.0013652067893153,0.0106429276564852,0.0167851754797433,0.0059036414601176,-0.0035465166269922,0.0113515441627111,-0.0052113639901504,0.018550495239868,-0.001213164561411,0.0147082459117597,0.0024115326508975,-0.0005228621994321,0.0198064001813801,0.0014961577892522,0.0217564860117262,-0.0004677519670498,0.0107977823730707,0.0124244955015747,-2.1974454605089533,2
