,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,GROUP
25,0.005353930704570369,0.12050578741451744,0.28567184940374213,0.7929853458039908,-0.40915292122141883,-0.2945509303587855,-0.5300173125615264,0.5941473929436587,0.2878767260587789,1
26,4.088995780113668,-1.495525824129704,-3.206784256091518,0.7457546521536004,-0.07597203683456194,1.2658997131911405,-0.4377402002618783,-1.0818934970888732,1.2611473850514738,1
27,3.5526793029250308,-1.1257900298998247,0.8075598980915109,1.8158679621996987,-0.08559581423536922,-1.1724232653831776,1.5468069958052952,0.12656060591949406,-0.3518329223686485,2
28,-4.2440628657913155,-0.4974808563653156,0.8987874008526034,2.325453704921325,-1.2110595255786396,0.6190222256352255,-1.438030443693461,-0.14038881291072217,-1.2266479267981012,1
29,-0.2215224493137115,0.6876247615626493,0.19468506270999372,-0.0218365992416297,-0.19746765567381827,-0.04624216383854678,-0.6780064502312845,-0.5749400869915797,-0.29109331166531394,0
30,-1.61217708161007,0.6488347651619066,0.19558558179090899,-0.19163585124748692,-0.200642289946777,0.4156106707796211,-0.7411668968887969,0.12461853583270946,-0.5798127154618994,0
31,-0.9705520019902129,0.046353613500719294,0.004835873298511213,0.7087787030694975,0.07705033761920567,-0.05098676365096455,-0.18939948099741438,0.27239933719364207,0.17774162217710865,1
32,6.378059247768123,0.7950224183948281,-0.6178201125533062,-2.2206436903863604,-0.19799686019510734,-0.6107666124003273,0.7831519632829561,1.7791305079674478,-1.2756174975192196,0
33,0.7073524674671505,0.39460566164006977,0.158821841553405,-0.4482359151443381,0.2563722101572227,-0.29094914533021415,-0.05052111468905096,-0.5228759303194563,0.32287539418171085,0
34,0.9795466626041743,-0.1299762967232549,0.9953952956537608,-0.11109398049430064,-0.4125414385880361,-0.0011714044904000734,-1.396168589176555,0.7605109066246157,0.7814750708110304,0
35,-0.5901680891589739,0.7243300976629393,-0.38084941180857707,-0.5564756030633544,0.07939878182998675,-0.0614966880438974,-0.09961880177154514,-0.9508758200474589,-0.37566810174355914,0
36,1.342234480981168,0.7047599552134733,0.23374415872277143,-0.6728199486375409,-0.18768734027552006,-0.34632302508822427,-0.5699570293235198,-0.32387093196233074,-0.25276251664141197,0
37,-0.7482987917379852,1.0907232294219746,-0.16992970867036014,-1.2110608493746926,0.3706265560594718,-0.4186013912854671,0.07572314623500245,-0.31599177827756497,-0.19292405145240027,0
38,6.527522341434949,-0.3066729824176403,1.1574878187146649,-0.4322882937451815,-0.9095445471520037,-0.6374182658186427,-0.9065440561804804,-0.5011108921025311,0.423229948788447,0
39,1.5111281148385567,1.2981119077779828,0.295638502603901,-1.460367314119001,0.10663256935652217,-0.5586202426182799,0.5897633148339005,-0.23741128167091016,-0.2982624936325006,0
40,-0.5625345107195547,0.14975620561275146,0.4206572225926485,-1.458290866011841,0.11504582766216517,-0.25825044890447846,-0.8088799757329013,0.17689044448669913,1.1949688739347961,0
41,-2.036602156625278,-0.09100800062567113,0.5330132088844032,-0.5195400764763938,-0.30377601561974277,0.1218023783957154,-0.9342072900752475,-0.656952966265739,-0.277668431482464,0
42,0.8190796811743809,0.35481423919575916,-0.16362514709666662,-1.11787098394113,0.08787356984779598,-0.020211079148972293,-0.22339921981402303,0.47138136234350636,0.5927952806341286,0
43,0.31320855995724,0.8524731750011686,0.007934438787593739,-1.071755944042771,-0.36357443616130924,-0.09359308189738498,-0.7545408231967214,0.4948210026026104,0.5805291113475161,0
44,1.2967271098509106,0.48913619680616677,0.9460245982775328,-1.180811337970701,0.055707469852023656,-0.6010056930259201,-0.2770178007073124,-0.20901079742431994,0.6928709452674233,0
45,-7.2543445145738294,2.5216823629905445,-1.8119983279402236,-2.6511407330056773,1.9177174818021356,-0.07644831910445106,1.2756791747545848,0.41207695434960323,0.7152580743271865,0
46,-2.6533269281051646,0.6663975248225129,0.39650461403941467,-0.33149178258290873,-0.2079566728963406,-0.1117491662664332,-0.48206569626340046,-0.08916677862276658,-0.6788357537095728,0
47,2.0197258879642512,0.9483605831505144,-0.5102817259130968,-1.3706910308186393,0.1183726656599571,-0.2509675925297204,-0.20011334496773742,0.4928488172126042,0.106429687301688,0
