,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,GROUP
0,-2.4953746158578447,2.004386888297749,0.9624805125123403,-0.9276066435179444,-5.029960948195489,2.9217935604474152,2.642901174512459,-0.12197907936499788,0.4235287843101263,0
1,3.9408884089959653,0.14912549900601768,3.0608687686687546,-0.05872764266093078,3.770375532621978,4.816754568671904,0.47855343334877837,-0.027769716788975225,-0.5851650259545064,0
2,-0.7492572338781006,0.6773427206825099,0.489572245946652,-0.4010703989190507,0.0409781093863552,-0.1067986656210986,-1.1074837567048206,-0.06485113223012061,0.6509299953100977,0
3,0.9346382135370546,1.2866962814452532,0.4634931425682432,-0.9602162046679438,0.6763176956779405,-0.8484190298887403,0.010417273953913111,-0.20722697207482077,0.6681083548426411,0
4,2.5974814574903307,-0.8897862864715956,0.2167474405202225,0.8396293475874632,-0.23782160963282264,-0.5529853614102811,0.009337237286244207,-0.23540678963384082,0.061039894982950656,1
5,1.3438883275998013,-0.7568667781022771,-0.07769055953123342,1.5100506848163082,0.6257178503916121,-1.2592395873585065,2.2388901481733003,-0.8871880640116537,-0.20837084348164772,2
6,-3.9320325153185847,0.7946962434653921,-1.8328663605881184,0.04998472936249102,0.6319765045727737,-0.11116286997117987,-0.016150987279752102,0.8351766379785489,-1.3589588692288719,1
7,0.9478249035245134,-0.05973667149098859,0.4398624378448438,1.3106656633218223,0.10902622772135677,-0.041090079690549466,0.015484618681825123,-1.003528040462295,0.7652379197777102,1
8,-1.763271488388135,-0.9655572987674027,0.04148280919651973,1.6374668426752415,0.2828695115403425,-0.4391216275468385,0.22127910254522618,1.4736773402824843,0.041788073416524664,2
9,-0.2759355098581421,-0.6143637432257784,-0.5223443583606135,0.2966931059228496,0.03170215814080664,-0.17655580946559987,0.1890621495339483,1.8502942963816542,-0.8504357540365577,1
10,3.5678125098933307,-0.4202367989418807,-5.77453790136517,0.8215627964083033,-0.3944906970616428,2.1166879080318557,-0.7262076968333724,-0.15565075452682486,-0.09730561208417442,1
11,-3.3031719271881705,-0.8427043290708068,-0.09251193885011583,2.531372346622515,1.0014320638502594,0.2107948974263402,0.7081905857458892,1.441068020288871,1.7983385245422092,2
12,1.1640017995130891,0.0016558248549542285,0.5136449383654129,0.7099780066069128,-0.009423695358967994,-0.49005051346311107,0.3178317768187929,-0.12347626149035217,0.10860067950133646,1
13,-3.965242889992764,-10.304332711750007,0.22021814290435127,-2.882239120650062,-0.21727776967094514,0.3277216517191134,0.18988222533802468,-0.2966267390764966,-0.2653815090721045,2
14,3.271713444011926,-1.1932795796196178,0.8965448789144942,0.45114207193457656,-0.8078963283219136,-0.27860042470073376,0.1988875552065661,1.462224123393863,0.7978220492925977,1
15,-1.4533230285474226,-0.2498711638132045,0.4539646785559483,0.9016350570803541,0.061302395584896634,0.06307859606953878,0.1358319631511454,-0.050157395154634625,0.5095830668004816,1
16,-2.9774655238727696,1.3397602624554006,-0.07473494032021498,0.3272222110436994,-0.13455285918149335,0.3379460290328897,-1.014194833027267,0.2865650871761864,-0.9474252670563151,0
17,-1.1769372449597462,0.867339484401916,0.6247361188926532,0.1765605771116467,-0.20615860254957888,-0.21181047104102232,-0.9579981738354586,-1.965672532311754,-0.46825204811638055,0
18,1.1684004190957524,-0.17438011938316192,-0.5053861756651754,0.21984210594232734,0.2789045889973997,-0.8794168977952682,1.2790001237705237,-1.1708036300826423,-0.931745913559479,1
19,-3.631342314137356,0.5347841938147847,-0.23121810692288108,0.4623437095448952,1.0008246550542916,-0.6594034624555444,0.7929851648575338,-1.0794924600551112,0.6038609768920877,1
20,-3.049932196223075,0.28190820280477136,-0.189450435963508,0.841875528086761,0.6312787537849152,-0.2260816356479376,0.9685816534909293,-0.5898762637784917,0.3203678918474309,1
21,-1.1312005634244027,0.018122959693009963,0.4690800858952621,0.4452641658095775,-0.3715606814417588,-0.24345083095525213,-0.5969979622398899,0.30622745943180313,-0.5062409838400727,1
22,-1.040702415348467,0.21323171954665454,0.08070020959621652,1.5061298845088607,-0.11064608488271517,0.25300036574736795,-0.2772100803808451,0.5014847473094913,-0.40442915888463105,1
23,0.32553194067717867,-0.32419418843139197,0.21776225902481963,0.9053810151891546,-0.36954384278504276,-0.3094124100899723,-0.2545811281426874,0.025510764819246547,-0.4655803461150002,1
24,3.0349838644979696,-0.22077910656936162,-0.5214765677433261,-0.0757294070039863,0.3247971562895998,-0.7347376088622005,0.9999783636501087,-0.30341893981147167,-0.9959872774926544,1
