PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,GROUP
1.9341050420916963,-0.2515396562350161,-0.11816328608041346,-0.04161469618702578,-0.07127152881640787,0.06918092975527564,-0.15870407136707737,-0.30164708291648357,-0.005610886451029265,-0.0005998839317620878,0.00020825991908994047,-0.0008844176083444833,0.0010011933972425367,0.001894709984617797,0.00461714328508104,-0.0012544255511932236,0.0008623661118115058,0.0003702768169111475,0.0008603437173545285,0.0016531913414128123,-0.0018860291982025095,0.0001339657789380996,-0.00026712265480641727,-0.00041596946584308256,-0.0013361649542154973,0.0002571095071502018,0.0006341388186917622,-0.0007811775213662725,9.963674880674905e-05,0.0009366315485191728,-6.970067188316802e-06,-0.0004639983064395984,-0.0004569078684675527,-0.0009186755733529693,0
0.16306362308234496,-0.9164571135048831,2.6417148775497137,0.00062117281219331,-0.0015495801748258676,0.00010555707686158324,-0.0016532839780376864,9.044087627282505e-05,-7.600022363915158e-06,-6.059589471685993e-06,-1.6569904674316905e-05,2.1755702335591255e-06,6.778183028781955e-06,2.002175273817622e-05,5.697582025130674e-06,-1.486873661486434e-06,2.6569023814528695e-06,2.472998123910171e-06,3.0093083724173675e-06,-5.618305976150495e-06,6.353854166969838e-07,-2.312560794498028e-06,3.303219223086227e-06,4.4538570383683315e-06,3.5986072350625528e-06,5.912697483737621e-06,1.1365345079239702e-06,8.00986670554742e-07,-4.792309589379941e-06,-1.1123123695736338e-06,3.924846383856007e-06,-3.3631442254738068e-06,1.1759534936347383e-06,-8.253872584590905e-07,0
1.4805560961347732,-0.33098119430453576,-0.11686100148043031,-0.028741480863188368,-0.006940005525514862,0.013238285801866497,0.021750462150481056,0.046575348933994704,-0.006729133596459964,0.01165366154730506,0.006171494993243901,-0.024221867499923378,0.009077078063959888,-0.0039382745093879306,0.006828447220974697,-0.0021345087288849457,-0.003909208866289854,-0.014872220219568435,-0.01078228971062707,0.0020044609123503745,-0.0033727186610520935,0.01111181766888017,-0.008259173803809717,0.006226169598264304,0.0056329144773548095,0.00675806481934226,-0.000848125388846242,-0.0051577448644651745,0.008852662813033882,-0.00589773090390965,0.0018627143150479438,-0.005246739673529079,-0.005771414190261589,-0.01410645193228616,0
-0.05967844950868614,-0.6147184809748395,-0.13087991887444972,-0.003911009809302011,0.025453498444743667,-0.002242751913303063,0.046066696860595016,0.003488756567336478,0.020850351945470424,0.008265482445672802,0.0063335338634240125,-0.01201629207814856,-0.006210095805597478,0.006753302248970969,0.0310856113684133,-0.010164082845774166,0.005471164363522127,0.026464641472214327,-0.005074094256552845,0.00925252780181563,-0.01914232119592452,-0.0005093553664354416,-0.012668949143155219,0.014237319782542885,-0.0045801320268275,-0.01096570301061592,-0.004978121378327781,0.0012987514006734284,-0.013135564712822508,0.005983769876420449,-0.0012159221740143604,0.01313915759463798,-0.0007721508921728527,-0.0003122532598404111,0
0.3261927753771105,0.4901788205979635,-0.005158260516333716,1.003470565017838,-0.0183886926948472,-0.0162643214773602,-0.003869210845174823,-0.0021127209383470617,0.0048779994076298475,0.00020790716160329898,0.0014813916995601536,-0.0020076184956390477,-0.0017770768447297072,-0.000670449103589701,-0.0023893421764928737,-0.0031580475329759,0.0018378430826931258,-0.0005493084195944513,0.0018988118386999203,0.00041299485360338304,-0.0016425352070508763,-0.0009661390131450469,-0.00010273667590650268,-0.0015677187632982417,0.0002961437590017191,0.0010581690723442637,0.0003626455191958386,-0.0007259244339564471,-5.565962765325833e-05,0.0010140024651344158,0.0005048188798376951,-0.0011798203956734238,-0.0006254673831848369,0.000206884331512202,1
-0.16356079337300983,1.3826703411811527,0.11302737173671767,-0.05042848223625644,0.05849798478623606,0.07418743221273023,0.031620025669708625,-0.011590282633470533,0.027684739190900018,0.010643582451208503,0.02996781068619102,0.018925569318570718,0.010281004837993213,0.005891981822690694,-0.006290625595619295,-0.011195994224810688,-0.003696178341124242,-0.0037811966408578942,-0.0032418824313038366,0.010841498831672437,-0.01266364634848169,0.0057594731520245945,0.013185586215881326,-0.003999921042993999,-0.012289217535053663,0.004788672934122483,-0.02498629106645635,0.003102236948519827,-0.005275088796033928,-0.007706124711272784,0.0031349947396384463,-0.004580417043750725,-0.0020286492218712046,-0.00048213351971393534,2
-0.006486300677403152,0.4051011143486797,-0.011775986366940671,-0.039564292041938134,-0.03168831081713032,0.023008139708422713,-0.05308436201090795,0.046358771978156035,-0.0057590150118708066,0.010301187350976224,-0.05768027779142507,-0.011759920479356546,-0.008849392981808335,0.024343304314721783,-0.0014840620154311583,-0.009200542832465256,0.0005485042784038928,0.007546280756039916,0.01640010201100108,0.004721564911382087,-0.008361243278857487,-0.010660461470014378,-0.0026872967366337497,0.002650661285243605,-0.004810830579604318,0.012213547827020653,0.0021511988072905907,0.011225889541862771,-0.00017310832578095543,0.006825621656030804,0.001477649722830802,-0.003972216391287531,-0.005902859578875376,-0.0020767374974541325,1
0.17305629318377355,0.43641600747002507,-0.00672772284542112,-0.03203244999453465,0.02977211064792687,0.03851143374257145,0.01537500775846428,0.008824813119595635,-0.014133951862386343,0.012227854743769861,0.015543590422018418,-0.005550842447028215,0.019239070397728826,-0.018764108216476373,0.00659751300932175,-0.009238815459374442,0.0010670125103872936,0.010514240997519452,0.017333066847784694,-0.0008510597672532802,0.00632629090309901,-0.005082842400244903,0.0024569243020153863,-0.0037385414964277784,0.006161274390457723,-0.0032688694163452675,0.006678875834772234,0.012670775273002723,0.011452199711011633,-0.004739578583523507,-0.012900909309725003,0.008568702446712238,-0.01176580524190022,-0.006753049872262461,1
-0.3930044836841877,1.3410117547133278,0.10889122295825214,-0.0518830658370657,0.02674437089244942,0.07142780989156201,-0.02046787701777865,0.006128636359807762,0.017844219226049923,0.00028777594878576056,-0.0032478191421581545,-0.02305863799888078,-0.00860132306123106,-0.002451443705440406,0.0022877383290721,-0.0037265361502313785,-0.015594525038394064,-0.0017888241484640493,-0.005241341082527579,0.0055664315046137745,0.024751109306712784,0.003047089321856289,0.006309169204322525,0.002202707297597103,0.007901849742170295,0.0064263814626578965,-0.0023315515615495754,-0.005110561777227238,-0.006757439560772867,0.012409413679401746,0.009496319501941701,0.01011771853365326,-0.006507825004241703,0.0023674725730012556,2
1.7001604558050967,0.7181234004582469,0.008829374166919023,-0.05278743605996631,0.021380487363694415,0.047118492225087585,0.05524434886882375,0.015599546475384333,0.03470834162061484,-0.006313722926818266,-0.013612824285238856,0.0008891457641534349,-0.029982752320398626,0.01531876302537448,0.013399912133517981,-0.012285149153030903,-0.0027496063695649385,0.01032893297241397,-0.0013858441658714498,-0.009663310968772468,0.011497838445467609,0.014215516766727025,-0.007598943367131584,-0.0017447314191196502,0.005015972472986766,0.007104074972914727,0.0001357824992670681,0.004489885354603169,0.005461467672478637,-0.010487664425890466,-0.00938258252671885,-0.006753113975182345,0.0074957627506245985,0.01160312513055281,1
